request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_163,16496221.61,unaffordable,none,Do not commit to the membership fee.,beyond_90_days,reduce_dining_stop_cloud_storage,"The membership costs IDR 19,304,000, and the valid installment option totals IDR 20,076,159.99. Both exceed your safe buffer of IDR 16,496,221.61, and partial payment is not permitted."
request_164,27018000.0,fully_affordable,installments,"Pay in 3 monthly installments of IDR 9,366,240 starting 2025-02-11 (Option 465).",2025-02-04,none,"The 3-installment plan (total IDR 28,098,720) is well within your safe buffer of IDR 36,917,720.07 and fits your allowed payment methods (installments up to 12 months)."
request_165,80600.0,fully_affordable,full_payment,"Pay the full travel cost of INR 80,600 on 2026-04-06 (Option 468).",2026-04-06,none,"Your safe buffer of INR 265,088.58 comfortably covers the full travel amount of INR 80,600 on the request date while keeping your minimum balance intact."
request_166,2907.6,fully_affordable,installments,"Pay in 3 monthly installments of USD 1,007.97 starting 2024-12-03 (Option 471).",2024-12-03,none,"The 3-month installment plan (total USD 3,023.91) is fully covered by your USD 3,794.02 safe buffer and complies with your 8-month installment limit."
request_167,43802.0,fully_affordable,full_payment,"Pay the full rental deposit of ZAR 43,802 on 2025-05-05 (Option 474).",2025-05-05,none,"Your safe buffer of ZAR 60,406.46 easily covers the ZAR 43,802 rental deposit, satisfying all safety requirements."
request_168,46092.3,partially_affordable,partial_payment,"Pay up to INR 46,092.30 toward the total deposit of INR 49,380.",beyond_90_days,reduce_shopping_and_entertainment_stop_cloud_storage,"You only consider partial payments, and your 90-day safe limit is INR 46,092.30. Since partial payment is allowed, you can safely pay up to INR 46,092.30 today."
request_169,41976.0,fully_affordable,full_payment,"Pay the full course fee of ZAR 41,976 on 2024-03-04 (Option 480).",2024-03-04,none,"Your safe buffer of ZAR 50,263.46 covers the full course fee of ZAR 41,976 without threatening your minimum balance reserve."
request_170,36253398.4,unaffordable,none,Do not pay for the annual membership at this time.,beyond_90_days,reduce_dining_stop_music_and_delivery,"The requested membership (IDR 36,936,000) and the valid installment option (IDR 38,413,440) exceed your base safe amount of IDR 36,253,398.40, and partial payment is not allowed."
request_171,102.34,unaffordable,none,Hold off on making the investment.,beyond_90_days,reduce_dining_stop_streaming,"Your safe buffer is EUR 102.34, while the investment costs EUR 1,878.80. Installment options exceed your maximum limit of 4 months, and partial payment is disabled."
request_172,10200.0,fully_affordable,installments,"Pay in 2 monthly installments of ZAR 5,304 starting 2024-06-05 (Option 489).",2024-06-05,none,"The 2-installment plan (total ZAR 10,608) fits within your safe limit of ZAR 12,066.71 and respects your max 2-month installment preference."
request_173,74485.94,partially_affordable,partial_payment,"Transfer up to INR 74,485.94 out of the requested INR 113,000.",beyond_90_days,reduce_dining_and_shopping,"The 3-installment plan (total INR 117,519.99) exceeds your safe buffer of INR 74,485.94. However, partial payment is allowed up to INR 74,485.94."
request_174,1146.2,fully_affordable,installments,Pay in 3 monthly installments of EUR 397.35 starting 2026-04-04 (Option 494).,2026-04-04,none,"The 3-month installment plan (total EUR 1,192.05) is well within your safe buffer of EUR 2,439.49 and fits your allowed payment methods (installments up to 9 months)."
request_175,2346.3,fully_affordable,full_payment,"Pay the full repair cost of EUR 2,346.30 on 2024-09-06 (Option 497).",2024-09-06,none,"Your safe buffer of EUR 2,908.37 easily covers the full payment of EUR 2,346.30 while protecting your minimum balance."
request_176,461.95,unaffordable,none,none,undetermined,none,"The requested amount of EUR 1,239.70 exceeds your safe limit of EUR 461.95, and the available installment plans exceed your maximum preferred duration of 12 months."
request_177,1017.6,fully_affordable,full_payment,"Pay USD 1,017.60 in full on 2026-01-05.",2026-01-05,none,"You have USD 1,266.49 safely available, which is sufficient to cover the requested repair bill of USD 1,017.60 in full immediately."
request_178,2938.1,fully_affordable,installments,"Pay 3 monthly installments of EUR 1,018.54 starting on 2024-12-07.",2024-12-07,none,"Your safe spending limit of EUR 3,960.04 comfortably covers the 3-month installment plan, aligning with your payment preferences."
request_179,23292660.11,unaffordable,none,none,undetermined,none,"The requested amount of IDR 41,648,000 exceeds your safe limit of IDR 23,292,660.11, and available installment options exceed your preferred maximum of 5 months."
request_180,0.0,unaffordable,none,none,undetermined,none,Your projected minimum balance leaves no safe margin to pay toward this debt repayment at this time.
request_181,647.88,unaffordable,none,none,undetermined,none,"The requested investment of USD 5,059.20 exceeds your safe spending limit of USD 647.88, and partial payment is not allowed."
request_182,65714.0,fully_affordable,full_payment,"Pay ZAR 65,714.00 in full on 2025-08-05.",2025-08-05,none,"Your safe limit of ZAR 81,861.71 easily covers the extra loan payment of ZAR 65,714.00 without impacting essential expenses."
request_183,26403774.09,fully_affordable,installments,"Pay 3 monthly installments of IDR 9,313,546.67 starting on 2026-04-10.",undetermined,none,"The 3-month installment plan fits your preferred payment method and maximum timeline, with payments safely covered by your available funds."
request_184,30291.74,unaffordable,none,none,undetermined,none,"The requested loan repayment exceeds your safe limit of INR 30,291.74, and available installment options exceed your maximum timeline of 2 months."
request_185,524.36,partially_affordable,partial_payment,Pay EUR 524.36 as a partial payment on 2025-11-06.,undetermined,none,"You cannot afford the full travel cost of EUR 1,257.30, but you can safely make a partial payment up to EUR 524.36."
request_186,14905.58,unaffordable,none,none,undetermined,none,"The requested investment of ZAR 26,554.00 exceeds your safe limit of ZAR 14,905.58, and partial payment is not permitted for this request."
request_187,45576.87,unaffordable,none,none,undetermined,none,"Your safe spending limit of INR 45,576.87 is insufficient for full payment, and installment plans exceed your maximum timeline of 2 months."
request_188,215.63,unaffordable,none,none,undetermined,none,"The family transfer of EUR 2,464.00 exceeds your safe limit of EUR 215.63, and available installment options exceed your 7-month limit."
request_189,488.4,fully_affordable,full_payment,Pay EUR 488.40 in full on 2026-07-04.,2026-07-04,none,"You have EUR 607.00 safely available, which fully covers the additional loan repayment of EUR 488.40."
request_190,826.74,unaffordable,none,none,undetermined,none,"The requested purchase of EUR 2,557.50 exceeds your safe spending limit of EUR 826.74, and you only consider full payment."
request_191,664.4,fully_affordable,full_payment,Pay EUR 664.40 in full on 2025-05-03.,2025-05-03,none,Your safe limit of EUR 840.13 is sufficient to cover the EUR 664.40 investment in full.
request_192,297.26,unaffordable,none,none,undetermined,none,"The course fee of USD 2,046.00 exceeds your safe limit of USD 297.26, and installment plans exceed your 7-month limit."
request_193,138.7,unaffordable,none,none,undetermined,none,Your safe limit of EUR 138.70 is less than the required membership fee and installment options exceed your preferred duration.
request_194,42940.07,unaffordable,none,none,undetermined,none,"The deposit of INR 132,800.00 exceeds your safe limit of INR 42,940.07, and you only consider full payment."
request_195,1062.96,fully_affordable,installments,Pay 3 monthly installments of EUR 405.74 starting on 2026-01-09.,undetermined,none,"The 3-month installment plan fits within your maximum 5-month preference, and the first payment of EUR 405.74 is well within your safe limit of EUR 1,062.96."
request_196,762.3,fully_affordable,full_payment,Pay EUR 762.30 in full on 2024-06-03.,2024-06-03,none,Your safe limit of EUR 958.64 is sufficient to cover the laptop purchase of EUR 762.30 in full.
request_197,0.0,unaffordable,none,none,undetermined,none,Your projected minimum balance leaves no safe amount available to commit to this transfer.
request_198,185800.0,fully_affordable,full_payment,"Pay INR 185,800.00 in full on 2026-07-07.",2026-07-07,none,"Your safe limit of INR 250,830.34 comfortably covers the full course fee of INR 185,800.00."
request_199,109118604.53,fully_affordable,installments,"Pay 3 monthly installments of IDR 8,206,986.67 starting on 2024-09-07.",undetermined,none,The 3-month installment plan meets your preference for installments (max 7 months) and is fully supported by your safe limit.
request_200,21717000.0,fully_affordable,full_payment,"Pay IDR 21,717,000.00 in full on 2025-02-06.",2025-02-06,none,"Your safe limit of IDR 30,918,924.62 is enough to cover the laptop purchase in full."
request_201,23997000.0,fully_affordable,full_payment,"Pay IDR 23,997,000.00 in full on 2026-04-03.",2026-04-03,none,"Your safe limit of IDR 58,253,887.89 allows you to clear the extra repayment in full immediately."
request_202,123900.0,fully_affordable,full_payment,"Pay INR 123,900.00 in full on 2024-12-05.",2024-12-05,none,"You have INR 166,797.57 safely available, which fully covers the family transfer of INR 123,900.00."
request_203,2938.54,fully_affordable,installments,Pay 3 monthly installments of EUR 499.93 starting on 2025-05-10.,undetermined,none,"The 3-month installment plan fits your preferred payment method and is well within your safe limit of EUR 2,938.54."
request_204,0.0,unaffordable,none,none,undetermined,none,"Due to projected negative cash flow, your safe spending limit is EUR 0.00."
request_205,10621000.0,fully_affordable,full_payment,"Pay IDR 10,621,000.00 in full on 2024-03-06.",2024-03-06,none,"Your safe limit of IDR 14,138,956.48 allows you to make the full loan repayment without putting upcoming bills at risk."
request_206,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_207,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_208,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_209,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_210,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_211,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_212,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_213,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_214,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_215,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_216,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_217,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_218,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_219,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_220,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_221,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_222,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_223,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_224,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_225,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_226,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_227,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_228,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_229,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_230,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_231,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_232,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_233,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_234,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_235,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_236,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_237,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_238,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_239,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_240,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_241,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_242,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_243,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_244,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_245,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_246,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_247,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_248,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_249,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_250,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_251,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_252,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_253,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_254,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_255,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_256,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_257,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_258,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_259,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_260,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_261,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_262,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_263,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_264,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_265,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_266,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_267,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_268,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_269,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_270,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_271,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_272,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_273,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_274,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
request_275,0.0,quota_exhausted,none,none,2026-12-31,None,Fallback due to API quota exhaustion.
